Testing Adventurer randomly
        -:  496:	}
        -:  497:    }
        -:  498:
        -:  499:  //find new highest score
    #####:  500:  j = 0;
    #####:  501:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  502:    {
    #####:  503:      if ( players[i] > players[j] )
branch  0 never executed
branch  1 never executed
        -:  504:	{
    #####:  505:	  j = i;
        -:  506:	}
        -:  507:    }
    #####:  508:  highScore = players[j];
        -:  509:
        -:  510:  //set winners in array to 1 and rest to 0
    #####:  511:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  512:    {
    #####:  513:      if ( players[i] == highScore )
branch  0 never executed
branch  1 never executed
        -:  514:	{
    #####:  515:	  players[i] = 1;
        -:  516:	}
        -:  517:      else
        -:  518:	{
    #####:  519:	  players[i] = 0;
        -:  520:	}
        -:  521:    }
        -:  522:
    #####:  523:  return 0;
        -:  524:}
        -:  525:
function drawCard called 511218 returned 100% blocks executed 100%
   511218:  526:int drawCard(int player, struct gameState *state)
        -:  527:{	int count;
        -:  528:  int deckCounter;
   511218:  529:  if (state->deckCount[player] <= 0){//Deck is empty
branch  0 taken 2% (fallthrough)
branch  1 taken 98%
        -:  530:    
        -:  531:    //Step 1 Shuffle the discard pile back into a deck
        -:  532:    int i;
        -:  533:    //Move discard to deck
   262326:  534:    for (i = 0; i < state->discardCount[player];i++){
branch  0 taken 97%
branch  1 taken 3% (fallthrough)
   253972:  535:      state->deck[player][i] = state->discard[player][i];
   253972:  536:      state->discard[player][i] = -1;
        -:  537:    }
        -:  538:
     8354:  539:    state->deckCount[player] = state->discardCount[player];
     8354:  540:    state->discardCount[player] = 0;//Reset discard
        -:  541:
        -:  542:    //Shufffle the deck
     8354:  543:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
call    0 returned 100%
        -:  544:   
        -:  545:    if (DEBUG){//Debug statements
        -:  546:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  547:    }
        -:  548:    
     8354:  549:    state->discardCount[player] = 0;
        -:  550:
        -:  551:    //Step 2 Draw Card
     8354:  552:    count = state->handCount[player];//Get current player's hand count
        -:  553:    
        -:  554:    if (DEBUG){//Debug statements
        -:  555:      printf("Current hand count: %d\n", count);
        -:  556:    }
        -:  557:    
     8354:  558:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  559:
     8354:  560:    if (deckCounter == 0)
branch  0 taken 52% (fallthrough)
branch  1 taken 48%
     4340:  561:      return -1;
        -:  562:
     4014:  563:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
     4014:  564:    state->deckCount[player]--;
     4014:  565:    state->handCount[player]++;//Increment hand count
        -:  566:  }
        -:  567:
        -:  568:  else{
   502864:  569:    int count = state->handCount[player];//Get current hand count for player
        -:  570:    int deckCounter;
        -:  571:    if (DEBUG){//Debug statements
        -:  572:      printf("Current hand count: %d\n", count);
        -:  573:    }
        -:  574:
   502864:  575:    deckCounter = state->deckCount[player];//Create holder for the deck count
   502864:  576:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
   502864:  577:    state->deckCount[player]--;
   502864:  578:    state->handCount[player]++;//Increment hand count
        -:  579:  }
        -:  580:
   506878:  581:  return 0;
        -:  582:}
        -:  583:
function getCost called 0 returned 0% blocks executed 0%
    #####:  584:int getCost(int cardNumber)
        -:  585:{
    #####:  586:  switch( cardNumber ) 
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
branch 10 never executed
branch 11 never executed
branch 12 never executed
branch 13 never executed
branch 14 never executed
branch 15 never executed
branch 16 never executed
branch 17 never executed
branch 18 never executed
branch 19 never executed
branch 20 never executed
branch 21 never executed
branch 22 never executed
branch 23 never executed
branch 24 never executed
branch 25 never executed
branch 26 never executed
branch 27 never executed
        -:  587:    {
        -:  588:    case curse:
    #####:  589:      return 0;
        -:  590:    case estate:
    #####:  591:      return 2;
        -:  592:    case duchy:
    #####:  593:      return 5;
        -:  594:    case province:
    #####:  595:      return 8;
        -:  596:    case copper:
    #####:  597:      return 0;
        -:  598:    case silver:
    #####:  599:      return 3;
        -:  600:    case gold:
    #####:  601:      return 6;
        -:  602:    case adventurer:
    #####:  603:      return 6;
        -:  604:    case council_room:
    #####:  605:      return 5;
        -:  606:    case feast:
    #####:  607:      return 4;
        -:  608:    case gardens:
    #####:  609:      return 4;
        -:  610:    case mine:
    #####:  611:      return 5;
        -:  612:    case remodel:
    #####:  613:      return 4;
        -:  614:    case smithy:
    #####:  615:      return 4;
        -:  616:    case village:
    #####:  617:      return 3;
        -:  618:    case baron:
    #####:  619:      return 4;
        -:  620:    case great_hall:
    #####:  621:      return 3;
        -:  622:    case minion:
    #####:  623:      return 5;
        -:  624:    case steward:
    #####:  625:      return 3;
        -:  626:    case tribute:
    #####:  627:      return 5;
        -:  628:    case ambassador:
    #####:  629:      return 3;
        -:  630:    case cutpurse:
    #####:  631:      return 4;
        -:  632:    case embargo: 
    #####:  633:      return 2;
        -:  634:    case outpost:
    #####:  635:      return 5;
        -:  636:    case salvager:
    #####:  637:      return 4;
        -:  638:    case sea_hag:
    #####:  639:      return 4;
        -:  640:    case treasure_map:
    #####:  641:      return 4;
        -:  642:    }
        -:  643:	
    #####:  644:  return -1;
        -:  645:}
        -:  646:
function cardEffect called 8 returned 100% blocks executed 14%
        8:  647:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  648:{
        -:  649:  int i;
        -:  650:  int j;
        -:  651:  int k;
        -:  652:  int x;
        -:  653:  int index;
        8:  654:  int currentPlayer = whoseTurn(state);
call    0 returned 100%
        8:  655:  int nextPlayer = currentPlayer + 1;
        -:  656:
        8:  657:  int tributeRevealedCards[2] = {-1, -1};
        -:  658:  int temphand[MAX_HAND];// moved above the if statement
        8:  659:  int drawntreasure=0;
        8:  660:  int cardDrawn = 0;
        8:  661:  int z = 0;// this is the counter for the temp hand
        8:  662:  if (nextPlayer > (state->numPlayers - 1)){
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  663:    nextPlayer = 0;
        -:  664:  }
        -:  665:  
        -:  666:	
        -:  667:  //uses switch to select card and perform actions
        8:  668:  switch( card ) 
branch  0 taken 0%
branch  1 taken 0%
branch  2 taken 0%
branch  3 taken 0%
branch  4 taken 0%
branch  5 taken 0%
branch  6 taken 0%
branch  7 taken 0%
branch  8 taken 0%
branch  9 taken 0%
branch 10 taken 100%
branch 11 taken 0%
branch 12 taken 0%
branch 13 taken 0%
branch 14 taken 0%
branch 15 taken 0%
branch 16 taken 0%
branch 17 taken 0%
branch 18 taken 0%
branch 19 taken 0%
branch 20 taken 0%
        -:  669:    {
        -:  670:    case adventurer:
    #####:  671:     	return adventurer_effect(drawntreasure, currentPlayer, cardDrawn, z, temphand, state, handPos);
call    0 never executed
        -:  672:            
        -:  673:    case council_room:
    #####:  674:            return council_room_effect(currentPlayer, state, handPos);
call    0 never executed
        -:  675:            
        -:  676:    case feast:
        -:  677:      //gain card with cost up to 5
        -:  678:      //Backup hand
    #####:  679:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  680:	temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  681:	state->hand[currentPlayer][i] = -1;//Set to nothing
        -:  682:      }
        -:  683:      //Backup hand
        -:  684:
        -:  685:      //Update Coins for Buy
    #####:  686:      updateCoins(currentPlayer, state, 5);
call    0 never executed
    #####:  687:      x = 1;//Condition to loop on
    #####:  688:      while( x == 1) {//Buy one card
branch  0 never executed
branch  1 never executed
    #####:  689:	if (supplyCount(choice1, state) <= 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  690:	  if (DEBUG)
        -:  691:	    printf("None of that card left, sorry!\n");
        -:  692:
        -:  693:	  if (DEBUG){
        -:  694:	    printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  695:	  }
        -:  696:	}
    #####:  697:	else if (state->coins < getCost(choice1)){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  698:	  printf("That card is too expensive!\n");
call    0 never executed
        -:  699:
        -:  700:	  if (DEBUG){
        -:  701:	    printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  702:	  }
        -:  703:	}
        -:  704:	else{
        -:  705:
        -:  706:	  if (DEBUG){
        -:  707:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  708:	  }
        -:  709:
    #####:  710:	  gainCard(choice1, state, 0, currentPlayer);//Gain the card
call    0 never executed
    #####:  711:	  x = 0;//No more buying cards
        -:  712:
        -:  713:	  if (DEBUG){
        -:  714:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  715:	  }
        -:  716:
        -:  717:	}
        -:  718:      }     
        -:  719:
        -:  720:      //Reset Hand
    #####:  721:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  722:	state->hand[currentPlayer][i] = temphand[i];
    #####:  723:	temphand[i] = -1;
        -:  724:      }
        -:  725:      //Reset Hand
        -:  726:      			
    #####:  727:      return 0;
        -:  728:			
        -:  729:    case gardens:
    #####:  730:      return -1;
        -:  731:			
        -:  732:    case mine:
    #####:  733:            return mine_effect(state, choice1, choice2, currentPlayer, handPos);
call    0 never executed
        -:  734:            
        -:  735:    case remodel:
    #####:  736:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  737:
    #####:  738:      if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  739:	{
    #####:  740:	  return -1;
        -:  741:	}
        -:  742:
    #####:  743:      gainCard(choice2, state, 0, currentPlayer);
call    0 never executed
        -:  744:
        -:  745:      //discard card from hand
    #####:  746:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  747:
        -:  748:      //discard trashed card
    #####:  749:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  750:	{
    #####:  751:	  if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  752:	    {
    #####:  753:	      discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  754:	      break;
        -:  755:	    }
        -:  756:	}
        -:  757:
        -:  758:
    #####:  759:      return 0;
        -:  760:		
        -:  761:    case smithy:
    #####:  762:            return smithy_effect(currentPlayer, handPos, state);
call    0 never executed
        -:  763:
        -:  764:    case village:
    #####:  765:            return village_effect(currentPlayer, state, handPos);
call    0 never executed
        -:  766:            
        -:  767:    case baron:
    #####:  768:      state->numBuys++;//Increase buys by 1!
    #####:  769:      if (choice1 > 0){//Boolean true or going to discard an estate
branch  0 never executed
branch  1 never executed
    #####:  770:	int p = 0;//Iterator for hand!
    #####:  771:	int card_not_discarded = 1;//Flag for discard set!
    #####:  772:	while(card_not_discarded){
branch  0 never executed
branch  1 never executed
    #####:  773:	  if (state->hand[currentPlayer][p] == estate){//Found an estate card!
branch  0 never executed
branch  1 never executed
    #####:  774:	    state->coins += 4;//Add 4 coins to the amount of coins
    #####:  775:	    state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  776:	    state->discardCount[currentPlayer]++;
    #####:  777:	    for (;p < state->handCount[currentPlayer]; p++){
branch  0 never executed
branch  1 never executed
    #####:  778:	      state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
        -:  779:	    }
    #####:  780:	    state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  781:	    state->handCount[currentPlayer]--;
    #####:  782:	    card_not_discarded = 0;//Exit the loop
        -:  783:	  }
    #####:  784:	  else if (p > state->handCount[currentPlayer]){
branch  0 never executed
branch  1 never executed
        -:  785:	    if(DEBUG) {
        -:  786:	      printf("No estate cards in your hand, invalid choice\n");
        -:  787:	      printf("Must gain an estate if there are any\n");
        -:  788:	    }
    #####:  789:	    if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  790:	      gainCard(estate, state, 0, currentPlayer);
call    0 never executed
    #####:  791:	      state->supplyCount[estate]--;//Decrement estates
    #####:  792:	      if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  793:		isGameOver(state);
call    0 never executed
        -:  794:	      }
        -:  795:	    }
    #####:  796:	    card_not_discarded = 0;//Exit the loop
        -:  797:	  }
        -:  798:			    
        -:  799:	  else{
    #####:  800:	    p++;//Next card
        -:  801:	  }
        -:  802:	}
        -:  803:      }
        -:  804:			    
        -:  805:      else{
    #####:  806:	if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  807:	  gainCard(estate, state, 0, currentPlayer);//Gain an estate
call    0 never executed
    #####:  808:	  state->supplyCount[estate]--;//Decrement Estates
    #####:  809:	  if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  810:	    isGameOver(state);
call    0 never executed
        -:  811:	  }
        -:  812:	}
        -:  813:      }
        -:  814:	    
        -:  815:      
    #####:  816:      return 0;
        -:  817:		
        -:  818:    case great_hall:
        -:  819:      //+1 Card
    #####:  820:      drawCard(currentPlayer, state);
call    0 never executed
        -:  821:			
        -:  822:      //+1 Actions
    #####:  823:      state->numActions++;
        -:  824:			
        -:  825:      //discard card from hand
    #####:  826:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  827:      return 0;
        -:  828:		
        -:  829:    case minion:
        -:  830:      //+1 action
        8:  831:      state->numActions++;
        -:  832:			
        -:  833:      //discard card from hand
        8:  834:      discardCard(handPos, currentPlayer, state, 0);
call    0 returned 100%
        -:  835:			
        8:  836:      if (choice1)		//+2 coins
branch  0 taken 50% (fallthrough)
branch  1 taken 50%
        -:  837:	{
        4:  838:	  state->coins = state->coins + 2;
        -:  839:	}
        -:  840:			
        4:  841:      else if (choice2)		//discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
branch  0 taken 50% (fallthrough)
branch  1 taken 50%
        -:  842:	{
        -:  843:	  //discard hand
       14:  844:	  while(numHandCards(state) > 0)
call    0 returned 100%
branch  1 taken 83%
branch  2 taken 17% (fallthrough)
        -:  845:	    {
       10:  846:	      discardCard(handPos, currentPlayer, state, 0);
call    0 returned 100%
        -:  847:	    }
        -:  848:				
        -:  849:	  //draw 4
       10:  850:	  for (i = 0; i < 4; i++)
branch  0 taken 80%
branch  1 taken 20% (fallthrough)
        -:  851:	    {
        8:  852:	      drawCard(currentPlayer, state);
call    0 returned 100%
        -:  853:	    }
        -:  854:				
        -:  855:	  //other players discard hand and redraw if hand size > 4
        8:  856:	  for (i = 0; i < state->numPlayers; i++)
branch  0 taken 75%
branch  1 taken 25% (fallthrough)
        -:  857:	    {
        6:  858:	      if (i != currentPlayer)
branch  0 taken 67% (fallthrough)
branch  1 taken 33%
        -:  859:		{
        4:  860:		  if ( state->handCount[i] > 4 )
branch  0 taken 50% (fallthrough)
branch  1 taken 50%
        -:  861:		    {
        -:  862:		      //discard hand
       14:  863:		      while( state->handCount[i] > 0 )
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
        -:  864:			{
       10:  865:			  discardCard(handPos, i, state, 0);
call    0 returned 100%
        -:  866:			}
        -:  867:							
        -:  868:		      //draw 4
       10:  869:		      for (j = 0; j < 4; j++)
branch  0 taken 80%
branch  1 taken 20% (fallthrough)
        -:  870:			{
        8:  871:			  drawCard(i, state);
call    0 returned 100%
        -:  872:			}
        -:  873:		    }
        -:  874:		}
        -:  875:	    }
        -:  876:				
        -:  877:	}
        8:  878:      return 0;
        -:  879:		
        -:  880:    case steward:
    #####:  881:      if (choice1 == 1)
branch  0 never executed
branch  1 never executed
        -:  882:	{
        -:  883:	  //+2 cards
    #####:  884:	  drawCard(currentPlayer, state);
call    0 never executed
    #####:  885:	  drawCard(currentPlayer, state);
call    0 never executed
        -:  886:	}
    #####:  887:      else if (choice1 == 2)
branch  0 never executed
branch  1 never executed
        -:  888:	{
        -:  889:	  //+2 coins
    #####:  890:	  state->coins = state->coins + 2;
        -:  891:	}
        -:  892:      else
        -:  893:	{
        -:  894:	  //trash 2 cards in hand
    #####:  895:	  discardCard(choice2, currentPlayer, state, 1);
call    0 never executed
    #####:  896:	  discardCard(choice3, currentPlayer, state, 1);
call    0 never executed
        -:  897:	}
        -:  898:			
        -:  899:      //discard card from hand
    #####:  900:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  901:      return 0;
        -:  902:		
        -:  903:    case tribute:
    #####:  904:      if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
branch  0 never executed
branch  1 never executed
    #####:  905:	if (state->deckCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####:  906:	  tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  907:	  state->deckCount[nextPlayer]--;
        -:  908:	}
    #####:  909:	else if (state->discardCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####:  910:	  tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####:  911:	  state->discardCount[nextPlayer]--;
        -:  912:	}
        -:  913:	else{
        -:  914:	  //No Card to Reveal
        -:  915:	  if (DEBUG){
        -:  916:	    printf("No cards to reveal\n");
        -:  917:	  }
        -:  918:	}
        -:  919:      }
        -:  920:	    
        -:  921:      else{
    #####:  922:	if (state->deckCount[nextPlayer] == 0){
branch  0 never executed
branch  1 never executed
    #####:  923:	  for (i = 0; i < state->discardCount[nextPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  924:	    state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####:  925:	    state->deckCount[nextPlayer]++;
    #####:  926:	    state->discard[nextPlayer][i] = -1;
    #####:  927:	    state->discardCount[nextPlayer]--;
        -:  928:	  }
        -:  929:			    
    #####:  930:	  shuffle(nextPlayer,state);//Shuffle the deck
call    0 never executed
        -:  931:	} 
    #####:  932:	tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  933:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  934:	state->deckCount[nextPlayer]--;
    #####:  935:	tributeRevealedCards[1] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  936:	state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  937:	state->deckCount[nextPlayer]--;
        -:  938:      }    
        -:  939:		       
    #####:  940:      if (tributeRevealedCards[0] == tributeRevealedCards[1]){//If we have a duplicate card, just drop one 
branch  0 never executed
branch  1 never executed
    #####:  941:	state->playedCards[state->playedCardCount] = tributeRevealedCards[1];
    #####:  942:	state->playedCardCount++;
    #####:  943:	tributeRevealedCards[1] = -1;
        -:  944:      }
        -:  945:
    #####:  946:      for (i = 0; i <= 2; i ++){
branch  0 never executed
branch  1 never executed
    #####:  947:	if (tributeRevealedCards[i] == copper || tributeRevealedCards[i] == silver || tributeRevealedCards[i] == gold){//Treasure cards
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
    #####:  948:	  state->coins += 2;
        -:  949:	}
        -:  950:		    
    #####:  951:	else if (tributeRevealedCards[i] == estate || tributeRevealedCards[i] == duchy || tributeRevealedCards[i] == province || tributeRevealedCards[i] == gardens || tributeRevealedCards[i] == great_hall){//Victory Card Found
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
    #####:  952:	  drawCard(currentPlayer, state);
call    0 never executed
    #####:  953:	  drawCard(currentPlayer, state);
call    0 never executed
        -:  954:	}
        -:  955:	else{//Action Card
    #####:  956:	  state->numActions = state->numActions + 2;
        -:  957:	}
        -:  958:      }
        -:  959:	    
    #####:  960:      return 0;
        -:  961:		
        -:  962:    case ambassador:
    #####:  963:      j = 0;		//used to check if player has enough cards to discard
        -:  964:
    #####:  965:      if (choice2 > 2 || choice2 < 0)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  966:	{
    #####:  967:	  return -1;				
        -:  968:	}
        -:  969:
    #####:  970:      if (choice1 == handPos)
branch  0 never executed
branch  1 never executed
        -:  971:	{
    #####:  972:	  return -1;
        -:  973:	}
        -:  974:
    #####:  975:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  976:	{
    #####:  977:	  if (i != handPos && i == state->hand[currentPlayer][choice1] && i != choice1)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
        -:  978:	    {
    #####:  979:	      j++;
        -:  980:	    }
        -:  981:	}
    #####:  982:      if (j < choice2)
branch  0 never executed
branch  1 never executed
        -:  983:	{
    #####:  984:	  return -1;				
        -:  985:	}
        -:  986:
        -:  987:      if (DEBUG) 
        -:  988:	printf("Player %d reveals card number: %d\n", currentPlayer, state->hand[currentPlayer][choice1]);
        -:  989:
        -:  990:      //increase supply count for choosen card by amount being discarded
    #####:  991:      state->supplyCount[state->hand[currentPlayer][choice1]] += choice2;
        -:  992:			
        -:  993:      //each other player gains a copy of revealed card
    #####:  994:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  995:	{
    #####:  996:	  if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -:  997:	    {
    #####:  998:	      gainCard(state->hand[currentPlayer][choice1], state, 0, i);
call    0 never executed
        -:  999:	    }
        -: 1000:	}
        -: 1001:
        -: 1002:      //discard played card from hand
    #####: 1003:      discardCard(handPos, currentPlayer, state, 0);			
call    0 never executed
        -: 1004:
        -: 1005:      //trash copies of cards returned to supply
    #####: 1006:      for (j = 0; j < choice2; j++)
branch  0 never executed
branch  1 never executed
        -: 1007:	{
    #####: 1008:	  for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -: 1009:	    {
    #####: 1010:	      if (state->hand[currentPlayer][i] == state->hand[currentPlayer][choice1])
branch  0 never executed
branch  1 never executed
        -: 1011:		{
    #####: 1012:		  discardCard(i, currentPlayer, state, 1);
call    0 never executed
    #####: 1013:		  break;
        -: 1014:		}
        -: 1015:	    }
        -: 1016:	}			
        -: 1017:
    #####: 1018:      return 0;
        -: 1019:		
        -: 1020:    case cutpurse:
        -: 1021:
    #####: 1022:      updateCoins(currentPlayer, state, 2);
call    0 never executed
    #####: 1023:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -: 1024:	{
    #####: 1025:	  if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -: 1026:	    {
    #####: 1027:	      for (j = 0; j < state->handCount[i]; j++)
branch  0 never executed
branch  1 never executed
        -: 1028:		{
    #####: 1029:		  if (state->hand[i][j] == copper)
branch  0 never executed
branch  1 never executed
        -: 1030:		    {
    #####: 1031:		      discardCard(j, i, state, 0);
call    0 never executed
    #####: 1032:		      break;
        -: 1033:		    }
    #####: 1034:		  if (j == state->handCount[i])
branch  0 never executed
branch  1 never executed
        -: 1035:		    {
    #####: 1036:		      for (k = 0; k < state->handCount[i]; k++)
branch  0 never executed
branch  1 never executed
        -: 1037:			{
        -: 1038:			  if (DEBUG)
        -: 1039:			    printf("Player %d reveals card number %d\n", i, state->hand[i][k]);
        -: 1040:			}	
    #####: 1041:		      break;
        -: 1042:		    }		
        -: 1043:		}
        -: 1044:					
        -: 1045:	    }
        -: 1046:				
        -: 1047:	}				
        -: 1048:
        -: 1049:      //discard played card from hand
    #####: 1050:      discardCard(handPos, currentPlayer, state, 0);			
call    0 never executed
        -: 1051:
    #####: 1052:      return 0;
        -: 1053:
        -: 1054:		
        -: 1055:    case embargo: 
        -: 1056:      //+2 Coins
    #####: 1057:      state->coins = state->coins + 2;
        -: 1058:			
        -: 1059:      //see if selected pile is in play
    #####: 1060:      if ( state->supplyCount[choice1] == -1 )
branch  0 never executed
branch  1 never executed
        -: 1061:	{
    #####: 1062:	  return -1;
        -: 1063:	}
        -: 1064:			
        -: 1065:      //add embargo token to selected supply pile
    #####: 1066:      state->embargoTokens[choice1]++;
        -: 1067:			
        -: 1068:      //trash card
    #####: 1069:      discardCard(handPos, currentPlayer, state, 1);		
call    0 never executed
    #####: 1070:      return 0;
        -: 1071:		
        -: 1072:    case outpost:
        -: 1073:      //set outpost flag
    #####: 1074:      state->outpostPlayed++;
        -: 1075:			
        -: 1076:      //discard card
    #####: 1077:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####: 1078:      return 0;
        -: 1079:		
        -: 1080:    case salvager:
        -: 1081:      //+1 buy
    #####: 1082:      state->numBuys++;
        -: 1083:			
    #####: 1084:      if (choice1)
branch  0 never executed
branch  1 never executed
        -: 1085:	{
        -: 1086:	  //gain coins equal to trashed card
    #####: 1087:	  state->coins = state->coins + getCost( handCard(choice1, state) );
call    0 never executed
call    1 never executed
        -: 1088:	  //trash card
    #####: 1089:	  discardCard(choice1, currentPlayer, state, 1);	
call    0 never executed
        -: 1090:	}
        -: 1091:			
        -: 1092:      //discard card
    #####: 1093:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####: 1094:      return 0;
        -: 1095:		
        -: 1096:    case sea_hag:
    #####: 1097:      for (i = 0; i < state->numPlayers; i++){
branch  0 never executed
branch  1 never executed
    #####: 1098:	if (i != currentPlayer){
branch  0 never executed
branch  1 never executed
    #####: 1099:	  state->discard[i][state->discardCount[i]] = state->deck[i][state->deckCount[i]--];			    state->deckCount[i]--;
    #####: 1100:	  state->discardCount[i]++;
    #####: 1101:	  state->deck[i][state->deckCount[i]--] = curse;//Top card now a curse
        -: 1102:	}
        -: 1103:      }
    #####: 1104:      return 0;
        -: 1105:		
        -: 1106:    case treasure_map:
        -: 1107:      //search hand for another treasure_map
    #####: 1108:      index = -1;
    #####: 1109:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -: 1110:	{
    #####: 1111:	  if (state->hand[currentPlayer][i] == treasure_map && i != handPos)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -: 1112:	    {
    #####: 1113:	      index = i;
    #####: 1114:	      break;
        -: 1115:	    }
        -: 1116:	}
    #####: 1117:      if (index > -1)
branch  0 never executed
branch  1 never executed
        -: 1118:	{
        -: 1119:	  //trash both treasure cards
    #####: 1120:	  discardCard(handPos, currentPlayer, state, 1);
call    0 never executed
    #####: 1121:	  discardCard(index, currentPlayer, state, 1);
call    0 never executed
        -: 1122:
        -: 1123:	  //gain 4 Gold cards
    #####: 1124:	  for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -: 1125:	    {
    #####: 1126:	      gainCard(gold, state, 1, currentPlayer);
call    0 never executed
        -: 1127:	    }
        -: 1128:				
        -: 1129:	  //return success
    #####: 1130:	  return 1;
        -: 1131:	}
        -: 1132:			
        -: 1133:      //no second treasure_map found in hand
    #####: 1134:      return -1;
        -: 1135:    }
        -: 1136:	
    #####: 1137:  return -1;
        -: 1138:}
        -: 1139:
function discardCard called 4040 returned 100% blocks executed 100%
     4040: 1140:int discardCard(int handPos, int currentPlayer, struct gameState *state, int trashFlag)
        -: 1141:{
        -: 1142:	
        -: 1143:  //if card is not trashed, added to Played pile 
     4040: 1144:  if (trashFlag < 1)
branch  0 taken 100% (fallthrough)
