Testing playAdventurer randomly
    #####:  501:        if ( players[i] == highScore && i > currentPlayer )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  502:        {
    #####:  503:            players[i]++;
        -:  504:        }
        -:  505:    }
        -:  506:
        -:  507:    //find new highest score
    #####:  508:    j = 0;
    #####:  509:    for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  510:    {
    #####:  511:        if ( players[i] > players[j] )
branch  0 never executed
branch  1 never executed
        -:  512:        {
    #####:  513:            j = i;
        -:  514:        }
        -:  515:    }
    #####:  516:    highScore = players[j];
        -:  517:
        -:  518:    //set winners in array to 1 and rest to 0
    #####:  519:    for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  520:    {
    #####:  521:        if ( players[i] == highScore )
branch  0 never executed
branch  1 never executed
        -:  522:        {
    #####:  523:            players[i] = 1;
        -:  524:        }
        -:  525:        else
        -:  526:        {
    #####:  527:            players[i] = 0;
        -:  528:        }
        -:  529:    }
        -:  530:
    #####:  531:    return 0;
        -:  532:}
        -:  533:
function drawCard called 65317 returned 100% blocks executed 100%
    65317:  534:int drawCard(int player, struct gameState *state)
        -:  535:{	int count;
        -:  536:    int deckCounter;
    65317:  537:    if (state->deckCount[player] <= 0){//Deck is empty
branch  0 taken 1% (fallthrough)
branch  1 taken 99%
        -:  538:
        -:  539:        //Step 1 Shuffle the discard pile back into a deck
        -:  540:        int i;
        -:  541:        //Move discard to deck
     2828:  542:        for (i = 0; i < state->discardCount[player];i++){
branch  0 taken 98%
branch  1 taken 2% (fallthrough)
     2765:  543:            state->deck[player][i] = state->discard[player][i];
     2765:  544:            state->discard[player][i] = -1;
        -:  545:        }
        -:  546:
       63:  547:        state->deckCount[player] = state->discardCount[player];
       63:  548:        state->discardCount[player] = 0;//Reset discard
        -:  549:
        -:  550:        //Shufffle the deck
       63:  551:        shuffle(player, state);//Shuffle the deck up and make it so that we can draw
call    0 returned 100%
        -:  552:
        -:  553:        if (DEBUG){//Debug statements
        -:  554:            printf("Deck count now: %d\n", state->deckCount[player]);
        -:  555:        }
        -:  556:
       63:  557:        state->discardCount[player] = 0;
        -:  558:
        -:  559:        //Step 2 Draw Card
       63:  560:        count = state->handCount[player];//Get current player's hand count
        -:  561:
        -:  562:        if (DEBUG){//Debug statements
        -:  563:            printf("Current hand count: %d\n", count);
        -:  564:        }
        -:  565:
       63:  566:        deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  567:
       63:  568:        if (deckCounter == 0)
branch  0 taken 13% (fallthrough)
branch  1 taken 87%
        8:  569:            return -1;
        -:  570:
       55:  571:        state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
       55:  572:        state->deckCount[player]--;
       55:  573:        state->handCount[player]++;//Increment hand count
        -:  574:    }
        -:  575:
        -:  576:    else{
    65254:  577:        int count = state->handCount[player];//Get current hand count for player
        -:  578:        int deckCounter;
        -:  579:        if (DEBUG){//Debug statements
        -:  580:            printf("Current hand count: %d\n", count);
        -:  581:        }
        -:  582:
    65254:  583:        deckCounter = state->deckCount[player];//Create holder for the deck count
    65254:  584:        state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
    65254:  585:        state->deckCount[player]--;
    65254:  586:        state->handCount[player]++;//Increment hand count
        -:  587:    }
        -:  588:
    65309:  589:    return 0;
        -:  590:}
        -:  591:
function getCost called 0 returned 0% blocks executed 0%
    #####:  592:int getCost(int cardNumber)
        -:  593:{
    #####:  594:    switch( cardNumber ) 
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
branch 10 never executed
branch 11 never executed
branch 12 never executed
branch 13 never executed
branch 14 never executed
branch 15 never executed
branch 16 never executed
branch 17 never executed
branch 18 never executed
branch 19 never executed
branch 20 never executed
branch 21 never executed
branch 22 never executed
branch 23 never executed
branch 24 never executed
branch 25 never executed
branch 26 never executed
branch 27 never executed
        -:  595:    {
        -:  596:        case curse:
    #####:  597:            return 0;
        -:  598:        case estate:
    #####:  599:            return 2;
        -:  600:        case duchy:
    #####:  601:            return 5;
        -:  602:        case province:
    #####:  603:            return 8;
        -:  604:        case copper:
    #####:  605:            return 0;
        -:  606:        case silver:
    #####:  607:            return 3;
        -:  608:        case gold:
    #####:  609:            return 6;
        -:  610:        case adventurer:
    #####:  611:            return 6;
        -:  612:        case council_room:
    #####:  613:            return 5;
        -:  614:        case feast:
    #####:  615:            return 4;
        -:  616:        case gardens:
    #####:  617:            return 4;
        -:  618:        case mine:
    #####:  619:            return 5;
        -:  620:        case remodel:
    #####:  621:            return 4;
        -:  622:        case smithy:
    #####:  623:            return 4;
        -:  624:        case village:
    #####:  625:            return 3;
        -:  626:        case baron:
    #####:  627:            return 4;
        -:  628:        case great_hall:
    #####:  629:            return 3;
        -:  630:        case minion:
    #####:  631:            return 5;
        -:  632:        case steward:
    #####:  633:            return 3;
        -:  634:        case tribute:
    #####:  635:            return 5;
        -:  636:        case ambassador:
    #####:  637:            return 3;
        -:  638:        case cutpurse:
    #####:  639:            return 4;
        -:  640:        case embargo: 
    #####:  641:            return 2;
        -:  642:        case outpost:
    #####:  643:            return 5;
        -:  644:        case salvager:
    #####:  645:            return 4;
        -:  646:        case sea_hag:
    #####:  647:            return 4;
        -:  648:        case treasure_map:
    #####:  649:            return 4;
        -:  650:    }
        -:  651:
    #####:  652:    return -1;
        -:  653:}
        -:  654:
function cardEffect called 0 returned 0% blocks executed 0%
    #####:  655:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  656:{
        -:  657:    int i;
        -:  658:    int j;
        -:  659:    int k;
        -:  660:    int index;
    #####:  661:    int currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  662:    int nextPlayer = currentPlayer + 1;
        -:  663:
    #####:  664:    int tributeRevealedCards[2] = {-1, -1};
    #####:  665:    if (nextPlayer > (state->numPlayers - 1)){
branch  0 never executed
branch  1 never executed
    #####:  666:        nextPlayer = 0;
        -:  667:    }
        -:  668:
        -:  669:
        -:  670:    //uses switch to select card and perform actions
    #####:  671:    switch( card ) 
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
branch 10 never executed
branch 11 never executed
branch 12 never executed
branch 13 never executed
branch 14 never executed
branch 15 never executed
branch 16 never executed
branch 17 never executed
branch 18 never executed
branch 19 never executed
branch 20 never executed
        -:  672:    {
        -:  673:        /* each of the card effect functions returns 0 on success or -1 on failure*/
        -:  674:        case adventurer:
    #####:  675:            return (playAdventurer(currentPlayer, state, handPos));
call    0 never executed
        -:  676:        case smithy:
    #####:  677:            return (playSmithy(currentPlayer, state, handPos));
call    0 never executed
        -:  678:        case village:
    #####:  679:            return (playVillage(currentPlayer, state, handPos));
call    0 never executed
        -:  680:        case sea_hag:
    #####:  681:            return (playSeaHag(currentPlayer, state));
call    0 never executed
        -:  682:        case minion:
    #####:  683:            return (playMinion(currentPlayer, state, handPos, choice1, choice2, bonus));
call    0 never executed
        -:  684:        case council_room:
    #####:  685:            return (playCouncilRoom(currentPlayer, state, handPos));
call    0 never executed
        -:  686:        case feast:
    #####:  687:            return (playFeast(currentPlayer, state, choice1));
call    0 never executed
        -:  688:        case gardens:
    #####:  689:            return (playGardens());
call    0 never executed
        -:  690:        case embargo: 
    #####:  691:            return (playEmbargo(currentPlayer, state, handPos, choice1, bonus));
call    0 never executed
        -:  692:        case mine:
    #####:  693:            j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  694:
    #####:  695:            if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  696:            {
    #####:  697:                return -1;
        -:  698:            }
        -:  699:
    #####:  700:            if (choice2 > treasure_map || choice2 < curse)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  701:            {
    #####:  702:                return -1;
        -:  703:            }
        -:  704:
    #####:  705:            if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  706:            {
    #####:  707:                return -1;
        -:  708:            }
        -:  709:
    #####:  710:            gainCard(choice2, state, 2, currentPlayer);
call    0 never executed
        -:  711:
        -:  712:            //discard card from hand
    #####:  713:            discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  714:
        -:  715:            //discard trashed card
    #####:  716:            for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  717:            {
    #####:  718:                if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  719:                {
    #####:  720:                    discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  721:                    break;
        -:  722:                }
        -:  723:            }
        -:  724:
    #####:  725:            return 0;
        -:  726:
        -:  727:        case remodel:
    #####:  728:            j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  729:
    #####:  730:            if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  731:            {
    #####:  732:                return -1;
        -:  733:            }
        -:  734:
    #####:  735:            gainCard(choice2, state, 0, currentPlayer);
call    0 never executed
        -:  736:
        -:  737:            //discard card from hand
    #####:  738:            discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  739:
        -:  740:            //discard trashed card
    #####:  741:            for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  742:            {
    #####:  743:                if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  744:                {
    #####:  745:                    discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  746:                    break;
        -:  747:                }
        -:  748:            }
        -:  749:
        -:  750:
    #####:  751:            return 0;
        -:  752:
        -:  753:
        -:  754:
        -:  755:        case baron:
    #####:  756:            state->numBuys++;//Increase buys by 1!
    #####:  757:            if (choice1 > 0){//Boolean true or going to discard an estate
branch  0 never executed
branch  1 never executed
    #####:  758:                int p = 0;//Iterator for hand!
    #####:  759:                int card_not_discarded = 1;//Flag for discard set!
    #####:  760:                while(card_not_discarded){
branch  0 never executed
branch  1 never executed
    #####:  761:                    if (state->hand[currentPlayer][p] == estate){//Found an estate card!
branch  0 never executed
branch  1 never executed
    #####:  762:                        state->coins += 4;//Add 4 coins to the amount of coins
    #####:  763:                        state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  764:                        state->discardCount[currentPlayer]++;
    #####:  765:                        for (;p < state->handCount[currentPlayer]; p++){
branch  0 never executed
branch  1 never executed
    #####:  766:                            state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
        -:  767:                        }
    #####:  768:                        state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  769:                        state->handCount[currentPlayer]--;
    #####:  770:                        card_not_discarded = 0;//Exit the loop
        -:  771:                    }
    #####:  772:                    else if (p > state->handCount[currentPlayer]){
branch  0 never executed
branch  1 never executed
        -:  773:                        if(DEBUG) {
        -:  774:                            printf("No estate cards in your hand, invalid choice\n");
        -:  775:                            printf("Must gain an estate if there are any\n");
        -:  776:                        }
    #####:  777:                        if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  778:                            gainCard(estate, state, 0, currentPlayer);
call    0 never executed
    #####:  779:                            state->supplyCount[estate]--;//Decrement estates
    #####:  780:                            if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  781:                                isGameOver(state);
call    0 never executed
        -:  782:                            }
        -:  783:                        }
    #####:  784:                        card_not_discarded = 0;//Exit the loop
        -:  785:                    }
        -:  786:
        -:  787:                    else{
    #####:  788:                        p++;//Next card
        -:  789:                    }
        -:  790:                }
        -:  791:            }
        -:  792:
        -:  793:            else{
    #####:  794:                if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  795:                    gainCard(estate, state, 0, currentPlayer);//Gain an estate
call    0 never executed
    #####:  796:                    state->supplyCount[estate]--;//Decrement Estates
    #####:  797:                    if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  798:                        isGameOver(state);
call    0 never executed
        -:  799:                    }
        -:  800:                }
        -:  801:            }
        -:  802:
        -:  803:
    #####:  804:            return 0;
        -:  805:
        -:  806:        case great_hall:
        -:  807:            //+1 Card
    #####:  808:            drawCard(currentPlayer, state);
call    0 never executed
        -:  809:
        -:  810:            //+1 Actions
    #####:  811:            state->numActions++;
        -:  812:
        -:  813:            //discard card from hand
    #####:  814:            discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  815:            return 0;
        -:  816:
        -:  817:        case steward:
    #####:  818:            if (choice1 == 1)
branch  0 never executed
branch  1 never executed
        -:  819:            {
        -:  820:                //+2 cards
    #####:  821:                drawCard(currentPlayer, state);
call    0 never executed
    #####:  822:                drawCard(currentPlayer, state);
call    0 never executed
        -:  823:            }
    #####:  824:            else if (choice1 == 2)
branch  0 never executed
branch  1 never executed
        -:  825:            {
        -:  826:                //+2 coins
    #####:  827:                state->coins = state->coins + 2;
        -:  828:            }
        -:  829:            else
        -:  830:            {
        -:  831:                //trash 2 cards in hand
    #####:  832:                discardCard(choice2, currentPlayer, state, 1);
call    0 never executed
    #####:  833:                discardCard(choice3, currentPlayer, state, 1);
call    0 never executed
        -:  834:            }
        -:  835:
        -:  836:            //discard card from hand
    #####:  837:            discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  838:            return 0;
        -:  839:
        -:  840:        case tribute:
    #####:  841:            if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
branch  0 never executed
branch  1 never executed
    #####:  842:                if (state->deckCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####:  843:                    tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  844:                    state->deckCount[nextPlayer]--;
        -:  845:                }
    #####:  846:                else if (state->discardCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####:  847:                    tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####:  848:                    state->discardCount[nextPlayer]--;
        -:  849:                }
        -:  850:                else{
        -:  851:                    //No Card to Reveal
        -:  852:                    if (DEBUG){
        -:  853:                        printf("No cards to reveal\n");
        -:  854:                    }
        -:  855:                }
        -:  856:            }
        -:  857:
        -:  858:            else{
    #####:  859:                if (state->deckCount[nextPlayer] == 0){
branch  0 never executed
branch  1 never executed
    #####:  860:                    for (i = 0; i < state->discardCount[nextPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  861:                        state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####:  862:                        state->deckCount[nextPlayer]++;
    #####:  863:                        state->discard[nextPlayer][i] = -1;
    #####:  864:                        state->discardCount[nextPlayer]--;
        -:  865:                    }
        -:  866:
    #####:  867:                    shuffle(nextPlayer,state);//Shuffle the deck
call    0 never executed
        -:  868:                } 
    #####:  869:                tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  870:                state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  871:                state->deckCount[nextPlayer]--;
    #####:  872:                tributeRevealedCards[1] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####:  873:                state->deck[nextPlayer][state->deckCount[nextPlayer]--] = -1;
    #####:  874:                state->deckCount[nextPlayer]--;
        -:  875:            }    
        -:  876:
    #####:  877:            if (tributeRevealedCards[0] == tributeRevealedCards[1]){//If we have a duplicate card, just drop one 
branch  0 never executed
branch  1 never executed
    #####:  878:                state->playedCards[state->playedCardCount] = tributeRevealedCards[1];
    #####:  879:                state->playedCardCount++;
    #####:  880:                tributeRevealedCards[1] = -1;
        -:  881:            }
        -:  882:
    #####:  883:            for (i = 0; i <= 2; i ++){
branch  0 never executed
branch  1 never executed
    #####:  884:                if (tributeRevealedCards[i] == copper || tributeRevealedCards[i] == silver || tributeRevealedCards[i] == gold){//Treasure cards
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
    #####:  885:                    state->coins += 2;
        -:  886:                }
        -:  887:
    #####:  888:                else if (tributeRevealedCards[i] == estate || tributeRevealedCards[i] == duchy || tributeRevealedCards[i] == province || tributeRevealedCards[i] == gardens || tributeRevealedCards[i] == great_hall){//Victory Card Found
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
branch  6 never executed
branch  7 never executed
branch  8 never executed
branch  9 never executed
    #####:  889:                    drawCard(currentPlayer, state);
call    0 never executed
    #####:  890:                    drawCard(currentPlayer, state);
call    0 never executed
        -:  891:                }
        -:  892:                else{//Action Card
    #####:  893:                    state->numActions = state->numActions + 2;
        -:  894:                }
        -:  895:            }
        -:  896:
    #####:  897:            return 0;
        -:  898:
        -:  899:        case ambassador:
    #####:  900:            j = 0;		//used to check if player has enough cards to discard
        -:  901:
    #####:  902:            if (choice2 > 2 || choice2 < 0)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  903:            {
    #####:  904:                return -1;				
        -:  905:            }
        -:  906:
    #####:  907:            if (choice1 == handPos)
branch  0 never executed
branch  1 never executed
        -:  908:            {
    #####:  909:                return -1;
        -:  910:            }
        -:  911:
    #####:  912:            for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  913:            {
    #####:  914:                if (i != handPos && i == state->hand[currentPlayer][choice1] && i != choice1)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
branch  4 never executed
branch  5 never executed
        -:  915:                {
    #####:  916:                    j++;
        -:  917:                }
        -:  918:            }
    #####:  919:            if (j < choice2)
branch  0 never executed
branch  1 never executed
        -:  920:            {
    #####:  921:                return -1;				
        -:  922:            }
        -:  923:
        -:  924:            if (DEBUG) 
        -:  925:                printf("Player %d reveals card number: %d\n", currentPlayer, state->hand[currentPlayer][choice1]);
        -:  926:
        -:  927:            //increase supply count for choosen card by amount being discarded
    #####:  928:            state->supplyCount[state->hand[currentPlayer][choice1]] += choice2;
        -:  929:
        -:  930:            //each other player gains a copy of revealed card
    #####:  931:            for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  932:            {
    #####:  933:                if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -:  934:                {
    #####:  935:                    gainCard(state->hand[currentPlayer][choice1], state, 0, i);
call    0 never executed
        -:  936:                }
        -:  937:            }
        -:  938:
        -:  939:            //discard played card from hand
    #####:  940:            discardCard(handPos, currentPlayer, state, 0);			
call    0 never executed
        -:  941:
        -:  942:            //trash copies of cards returned to supply
    #####:  943:            for (j = 0; j < choice2; j++)
branch  0 never executed
branch  1 never executed
        -:  944:            {
    #####:  945:                for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  946:                {
    #####:  947:                    if (state->hand[currentPlayer][i] == state->hand[currentPlayer][choice1])
branch  0 never executed
branch  1 never executed
        -:  948:                    {
    #####:  949:                        discardCard(i, currentPlayer, state, 1);
call    0 never executed
    #####:  950:                        break;
        -:  951:                    }
        -:  952:                }
        -:  953:            }			
        -:  954:
    #####:  955:            return 0;
        -:  956:
        -:  957:        case cutpurse:
        -:  958:
    #####:  959:            updateCoins(currentPlayer, state, 2);
call    0 never executed
    #####:  960:            for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  961:            {
    #####:  962:                if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -:  963:                {
    #####:  964:                    for (j = 0; j < state->handCount[i]; j++)
branch  0 never executed
branch  1 never executed
        -:  965:                    {
    #####:  966:                        if (state->hand[i][j] == copper)
branch  0 never executed
branch  1 never executed
        -:  967:                        {
    #####:  968:                            discardCard(j, i, state, 0);
call    0 never executed
    #####:  969:                            break;
        -:  970:                        }
    #####:  971:                        if (j == state->handCount[i])
branch  0 never executed
branch  1 never executed
        -:  972:                        {
    #####:  973:                            for (k = 0; k < state->handCount[i]; k++)
branch  0 never executed
branch  1 never executed
        -:  974:                            {
        -:  975:                                if (DEBUG)
        -:  976:                                    printf("Player %d reveals card number %d\n", i, state->hand[i][k]);
        -:  977:                            }	
    #####:  978:                            break;
        -:  979:                        }		
        -:  980:                    }
        -:  981:
        -:  982:                }
        -:  983:
        -:  984:            }				
        -:  985:
        -:  986:            //discard played card from hand
    #####:  987:            discardCard(handPos, currentPlayer, state, 0);			
call    0 never executed
        -:  988:
    #####:  989:            return 0;
        -:  990:
        -:  991:        case outpost:
        -:  992:            //set outpost flag
    #####:  993:            state->outpostPlayed++;
        -:  994:
        -:  995:            //discard card
    #####:  996:            discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  997:            return 0;
        -:  998:
        -:  999:        case salvager:
        -: 1000:            //+1 buy
    #####: 1001:            state->numBuys++;
        -: 1002:
    #####: 1003:            if (choice1)
branch  0 never executed
branch  1 never executed
        -: 1004:            {
        -: 1005:                //gain coins equal to trashed card
    #####: 1006:                state->coins = state->coins + getCost( handCard(choice1, state) );
call    0 never executed
call    1 never executed
        -: 1007:                //trash card
    #####: 1008:                discardCard(choice1, currentPlayer, state, 1);	
call    0 never executed
        -: 1009:            }
        -: 1010:
        -: 1011:            //discard card
    #####: 1012:            discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####: 1013:            return 0;
        -: 1014:
        -: 1015:        case treasure_map:
        -: 1016:            //search hand for another treasure_map
    #####: 1017:            index = -1;
    #####: 1018:            for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -: 1019:            {
    #####: 1020:                if (state->hand[currentPlayer][i] == treasure_map && i != handPos)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -: 1021:                {
    #####: 1022:                    index = i;
    #####: 1023:                    break;
        -: 1024:                }
        -: 1025:            }
    #####: 1026:            if (index > -1)
branch  0 never executed
branch  1 never executed
        -: 1027:            {
        -: 1028:                //trash both treasure cards
    #####: 1029:                discardCard(handPos, currentPlayer, state, 1);
call    0 never executed
    #####: 1030:                discardCard(index, currentPlayer, state, 1);
call    0 never executed
        -: 1031:
        -: 1032:                //gain 4 Gold cards
    #####: 1033:                for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -: 1034:                {
    #####: 1035:                    gainCard(gold, state, 1, currentPlayer);
call    0 never executed
        -: 1036:                }
        -: 1037:
        -: 1038:                //return success
    #####: 1039:                return 1;
        -: 1040:            }
        -: 1041:
        -: 1042:            //no second treasure_map found in hand
    #####: 1043:            return -1;
        -: 1044:    }
        -: 1045:
    #####: 1046:    return -1;
        -: 1047:}
        -: 1048:
function discardCard called 33 returned 100% blocks executed 100%
       33: 1049:int discardCard(int handPos, int currentPlayer, struct gameState *state, int trashFlag)
        -: 1050:{
        -: 1051:
        -: 1052:    //if card is not trashed, added to Played pile 
       33: 1053:    if (trashFlag < 1)
branch  0 taken 100% (fallthrough)
branch  1 taken 0%
        -: 1054:    {
        -: 1055:        //add card to played pile
       33: 1056:        state->playedCards[state->playedCardCount] = state->hand[currentPlayer][handPos]; 
       33: 1057:        state->playedCardCount++;
        -: 1058:    }
        -: 1059:
        -: 1060:    //set played card to -1
       33: 1061:    state->hand[currentPlayer][handPos] = -1;
        -: 1062:
        -: 1063:    //remove card from player's hand
       33: 1064:    if ( handPos == (state->handCount[currentPlayer] - 1) ) 	//last card in hand array is played
branch  0 taken 12% (fallthrough)
branch  1 taken 88%
        -: 1065:    {
        -: 1066:        //reduce number of cards in hand
        4: 1067:        state->handCount[currentPlayer]--;
        -: 1068:    }
       29: 1069:    else if ( state->handCount[currentPlayer] == 1 ) //only one card in hand
branch  0 taken 14% (fallthrough)
branch  1 taken 86%
        -: 1070:    {
        -: 1071:        //reduce number of cards in hand
        4: 1072:        state->handCount[currentPlayer]--;
        -: 1073:    }
        -: 1074:    else 	
        -: 1075:    {
        -: 1076:        //replace discarded card with last card in hand
       25: 1077:        state->hand[currentPlayer][handPos] = state->hand[currentPlayer][ (state->handCount[currentPlayer] - 1)];
        -: 1078:        //set last card to -1
       25: 1079:        state->hand[currentPlayer][state->handCount[currentPlayer] - 1] = -1;
        -: 1080:        //reduce number of cards in hand
       25: 1081:        state->handCount[currentPlayer]--;
        -: 1082:    }
        -: 1083:
       33: 1084:    return 0;
        -: 1085:}
        -: 1086:
function gainCard called 0 returned 0% blocks executed 0%
    #####: 1087:int gainCard(int supplyPos, struct gameState *state, int toFlag, int player)
        -: 1088:{
        -: 1089:    //Note: supplyPos is enum of choosen card
        -: 1090:
        -: 1091:    //check if supply pile is empty (0) or card is not used in game (-1)
    #####: 1092:    if ( supplyCount(supplyPos, state) < 1 )
call    0 never executed
branch  1 never executed
branch  2 never executed
        -: 1093:    {
    #####: 1094:        return -1;
        -: 1095:    }
        -: 1096:
        -: 1097:    //added card for [whoseTurn] current player:
        -: 1098:    // toFlag = 0 : add to discard
        -: 1099:    // toFlag = 1 : add to deck
        -: 1100:    // toFlag = 2 : add to hand
        -: 1101:
    #####: 1102:    if (toFlag == 1)
branch  0 never executed
branch  1 never executed
        -: 1103:    {
    #####: 1104:        state->deck[ player ][ state->deckCount[player] ] = supplyPos;
    #####: 1105:        state->deckCount[player]++;
        -: 1106:    }
    #####: 1107:    else if (toFlag == 2)
branch  0 never executed
branch  1 never executed
        -: 1108:    {
    #####: 1109:        state->hand[ player ][ state->handCount[player] ] = supplyPos;
    #####: 1110:        state->handCount[player]++;
        -: 1111:    }
        -: 1112:    else
        -: 1113:    {
    #####: 1114:        state->discard[player][ state->discardCount[player] ] = supplyPos;
    #####: 1115:        state->discardCount[player]++;
        -: 1116:    }
        -: 1117:
        -: 1118:    //decrease number in supply pile
    #####: 1119:    state->supplyCount[supplyPos]--;
        -: 1120:
    #####: 1121:    return 0;
        -: 1122:}
        -: 1123:
function updateCoins called 67 returned 100% blocks executed 82%
       67: 1124:int updateCoins(int player, struct gameState *state, int bonus)
        -: 1125:{
        -: 1126:    int i;
        -: 1127:
        -: 1128:    //reset coin count
       67: 1129:    state->coins = 0;
        -: 1130:
        -: 1131:    //add coins for each Treasure card in player's hand
      402: 1132:    for (i = 0; i < state->handCount[player]; i++)
branch  0 taken 83%
branch  1 taken 17% (fallthrough)
        -: 1133:    {
      335: 1134:        if (state->hand[player][i] == copper)
branch  0 taken 69% (fallthrough)
branch  1 taken 31%
        -: 1135:        {
      231: 1136:            state->coins += 1;
        -: 1137:        }
      104: 1138:        else if (state->hand[player][i] == silver)
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
        -: 1139:        {
    #####: 1140:            state->coins += 2;
        -: 1141:        }
      104: 1142:        else if (state->hand[player][i] == gold)
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
        -: 1143:        {
    #####: 1144:            state->coins += 3;
        -: 1145:        }	
        -: 1146:    }	
        -: 1147:
        -: 1148:    //add bonus
       67: 1149:    state->coins += bonus;
        -: 1150:
       67: 1151:    return 0;
        -: 1152:}
        -: 1153:
        -: 1154:/****************************************
        -: 1155: * refactoring begins here
        -: 1156: * *************************************/
        -: 1157:
        -: 1158:/****************************************
        -: 1159: * Function: playAdventurer()
